review_id,category,review_text,true_label,has_negation,negation_pattern,negation_cue,rating
R1414,Electronics,No proper support and laggy return.,Negative,True,no_support,no,3
R2514,Clothing,Terrible experience; would not recommend.,Negative,False,none,,1
R0466,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0743,Automotive,It never works when I need it; dim smell.,Negative,True,never_works,never,1
R2212,Pet Supplies,The build is durable.,Positive,False,none,,4
R2847,Clothing,This Clothing product is flimsy.,Negative,False,none,,1
R1784,Pet Supplies,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R2799,Automotive,The design is smooth.,Positive,False,none,,4
R0646,Clothing,Design is unobtrusive and setup is effortless—truly great.,Positive,True,neg_prefix_positive,un-,5
R2319,Home & Kitchen,Disappointed—flimsy overall.,Negative,False,none,,2
R0224,Books,It's not uncommon for it to not connect; still affordable.,Positive,True,double_negation,not ... not,3
R0950,Electronics,I've never been disappointed—comfortable delivery.,Positive,True,never_disappointed,never,4
R2476,Electronics,The defect felt weak.,Negative,False,none,,2
R1251,Home & Kitchen,Came without a manual and the setup was awful.,Negative,True,without_manual,without,3
R0003,Grocery,I've never been disappointed—powerful price.,Positive,True,never_disappointed,never,5
R0762,Sports,"Not a performance boost, but a blurry downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R1872,Beauty,Not bad at all—comfortable fit.,Positive,True,not_bad_at_all,not,3
R0238,Pet Supplies,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0188,Beauty,"Not a premium device, but a durable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1344,Automotive,Not bad at all—bright design.,Positive,True,not_bad_at_all,not,5
R2994,Books,Surprisingly clear for the price.,Positive,False,none,,4
R1152,Books,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2985,Clothing,This Clothing purchase was great.,Positive,False,none,,3
R0121,Automotive,"Not a premium device, but a excellent value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0135,Toys & Games,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R0987,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2452,Beauty,The quality is clear.,Positive,False,none,,5
R2060,Automotive,I love this Automotive item—amazing fit.,Positive,False,none,,4
R1111,Automotive,No proper support and slow issue.,Negative,True,no_support,no,1
R0798,Automotive,Not bad at all—fast design.,Positive,True,not_bad_at_all,not,5
R1891,Automotive,It's not overpriced at all; actually great.,Positive,True,litotes_not_bad,not,5
R1533,Sports,I've never been disappointed—comfortable delivery.,Positive,True,never_disappointed,never,4
R2242,Pet Supplies,Really durable price; would buy again.,Positive,False,none,,4
R1448,Grocery,Hardly any improvement; battery life remains noisy.,Negative,True,hardly_any_battery,hardly,2
R2919,Pet Supplies,I love this Pet Supplies item—bright performance.,Positive,False,none,,3
R0927,Sports,"Not a performance boost, but a weak downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R1785,Toys & Games,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,3
R0330,Clothing,Fails to connect consistently—flimsy waste.,Negative,True,fail_to_connect,fail to,3
R2335,Automotive,Really bright build; would buy again.,Positive,False,none,,4
R1673,Pet Supplies,It's not uncomfortable at all; actually fast.,Positive,True,litotes_not_bad,not,3
R1913,Toys & Games,"Not a performance boost, but a useless downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2183,Books,Disappointed—uncomfortable overall.,Negative,False,none,,1
R0995,Electronics,"Not only bright features, but also bright build.",Positive,True,not_only_but_also,not only,5
R2144,Home & Kitchen,Really reliable price; would buy again.,Positive,False,none,,3
R2090,Books,This Books purchase was great.,Positive,False,none,,3
R0011,Beauty,Came without a manual and the setup was fragile.,Negative,True,without_manual,without,1
R0574,Electronics,Not bad at all—affordable price.,Positive,True,not_bad_at_all,not,5
R0672,Automotive,It's not uncommon for it to not charge; still powerful.,Positive,True,double_negation,not ... not,5
R1252,Books,"Not a premium device, but a useful value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1147,Pet Supplies,No proper support and fragile refund.,Negative,True,no_support,no,2
R1933,Home & Kitchen,It's not uncommon for it to not fail; still smooth.,Positive,True,double_negation,not ... not,5
R1826,Pet Supplies,"Not a premium device, but a excellent value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0364,Electronics,"Not a premium device, but a fast value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0963,Home & Kitchen,I've never been disappointed—smooth build.,Positive,True,never_disappointed,never,4
R0571,Books,"Not a performance boost, but a blurry downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2472,Automotive,Surprisingly affordable for the price.,Positive,False,none,,4
R2400,Beauty,Disappointed—uncomfortable overall.,Negative,False,none,,3
R0352,Automotive,It never works when I need it; dim scratch.,Negative,True,never_works,never,2
R2304,Sports,This Sports purchase was amazing.,Positive,False,none,,4
R0109,Toys & Games,Came without a manual and the setup was fragile.,Negative,True,without_manual,without,1
R2249,Automotive,This Automotive purchase was useful.,Positive,False,none,,5
R0840,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R2742,Toys & Games,Really great packaging; would buy again.,Positive,False,none,,4
R0450,Automotive,Came without a manual and the setup was bad.,Negative,True,without_manual,without,1
R2545,Automotive,Terrible experience; would not recommend.,Negative,False,none,,1
R1295,Grocery,It's not fragile at all; actually powerful.,Positive,True,litotes_not_bad,not,4
R1655,Pet Supplies,Design is unobtrusive and setup is effortless—truly excellent.,Positive,True,neg_prefix_positive,un-,4
R2295,Clothing,Surprisingly reliable for the price.,Positive,False,none,,5
R0037,Grocery,I've never been disappointed—comfortable camera.,Positive,True,never_disappointed,never,4
R1177,Beauty,It's not uncommon for it to not crash; still durable.,Positive,True,double_negation,not ... not,3
R0001,Books,Design is unobtrusive and setup is effortless—truly great.,Positive,True,neg_prefix_positive,un-,4
R1018,Electronics,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,1
R0752,Toys & Games,No proper support and useless waste.,Negative,True,no_support,no,2
R1889,Toys & Games,Design is unobtrusive and setup is effortless—truly fast.,Positive,True,neg_prefix_positive,un-,4
R2890,Toys & Games,Terrible experience; would not recommend.,Negative,False,none,,2
R2229,Home & Kitchen,Surprisingly bright for the price.,Positive,False,none,,4
R2707,Grocery,Surprisingly handy for the price.,Positive,False,none,,3
R2193,Electronics,The sound is useful.,Positive,False,none,,3
R1036,Electronics,Fails to connect consistently—flimsy smell.,Negative,True,fail_to_connect,fail to,2
R0892,Beauty,"Not a premium device, but a useful value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R1621,Sports,Not as bright as described; fragile in places.,Negative,True,not_as_advertised,not,1
R2376,Toys & Games,Surprisingly powerful for the price.,Positive,False,none,,4
R2302,Home & Kitchen,Really dim smell.,Negative,False,none,,3
R2795,Grocery,The design is reliable.,Positive,False,none,,5
R1875,Books,No proper support and flimsy return.,Negative,True,no_support,no,2
R1717,Electronics,It's not laggy at all; actually fantastic.,Positive,True,litotes_not_bad,not,5
R2875,Pet Supplies,The features is great.,Positive,False,none,,5
R1837,Pet Supplies,Fails to connect consistently—awful waste.,Negative,True,fail_to_connect,fail to,2
R0216,Beauty,No proper support and awful problem.,Negative,True,no_support,no,3
R1825,Beauty,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1425,Sports,No proper support and slow delay.,Negative,True,no_support,no,2
R0751,Grocery,Hardly any improvement; battery life remains weak.,Negative,True,hardly_any_battery,hardly,2
R0542,Automotive,It never works when I need it; terrible issue.,Negative,True,never_works,never,2
R2537,Electronics,This Electronics product is unreliable.,Negative,False,none,,2
R2932,Grocery,I love this Grocery item—powerful sound.,Positive,False,none,,3
R2143,Toys & Games,This Toys & Games purchase was amazing.,Positive,False,none,,4
R1204,Books,I've never been disappointed—useful sound.,Positive,True,never_disappointed,never,5
R1748,Sports,Not as reliable as described; dim in places.,Negative,True,not_as_advertised,not,1
R0685,Clothing,Not bad at all—powerful features.,Positive,True,not_bad_at_all,not,5
R0978,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1236,Sports,Not as reliable as described; awful in places.,Negative,True,not_as_advertised,not,1
R1528,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1693,Home & Kitchen,Fails to connect consistently—unreliable noise.,Negative,True,fail_to_connect,fail to,2
R2896,Books,Terrible experience; would not recommend.,Negative,False,none,,3
R0546,Clothing,"Not a premium device, but a excellent value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1571,Automotive,"Not only fantastic features, but also fantastic build.",Positive,True,not_only_but_also,not only,4
R1445,Beauty,Not bad at all—durable performance.,Positive,True,not_bad_at_all,not,5
R0825,Toys & Games,Hardly any improvement; battery life remains useless.,Negative,True,hardly_any_battery,hardly,1
R1213,Pet Supplies,Came without a manual and the setup was blurry.,Negative,True,without_manual,without,1
R1832,Electronics,Fails to connect consistently—flimsy heat.,Negative,True,fail_to_connect,fail to,2
R1879,Pet Supplies,No proper support and overpriced return.,Negative,True,no_support,no,2
R0575,Books,It never works when I need it; overpriced heat.,Negative,True,never_works,never,2
R2243,Clothing,I love this Clothing item—bright sound.,Positive,False,none,,5
R1130,Toys & Games,Not as great as described; terrible in places.,Negative,True,not_as_advertised,not,1
R2424,Automotive,Terrible experience; would not recommend.,Negative,False,none,,2
R2072,Sports,Surprisingly reliable for the price.,Positive,False,none,,5
R1550,Sports,No proper support and flimsy scratch.,Negative,True,no_support,no,1
R0198,Books,"Not a performance boost, but a blurry downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R1576,Pet Supplies,Not bad at all—smooth quality.,Positive,True,not_bad_at_all,not,5
R2818,Books,The delivery is bright.,Positive,False,none,,3
R2117,Electronics,Surprisingly smooth for the price.,Positive,False,none,,4
R2752,Beauty,This Beauty product is slow.,Negative,False,none,,3
R0608,Clothing,Not bad at all—affordable support.,Positive,True,not_bad_at_all,not,5
R1000,Grocery,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0283,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1375,Toys & Games,Came without a manual and the setup was bad.,Negative,True,without_manual,without,2
R1963,Electronics,Really noisy refund.,Negative,False,none,,2
R2507,Clothing,Disappointed—overpriced overall.,Negative,False,none,,1
R2254,Books,This Books product is blurry.,Negative,False,none,,3
R0936,Grocery,No proper support and useless smell.,Negative,True,no_support,no,3
R0997,Pet Supplies,It never works when I need it; fragile problem.,Negative,True,never_works,never,1
R0944,Books,"Not only smooth features, but also smooth build.",Positive,True,not_only_but_also,not only,3
R0242,Automotive,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,3
R0644,Sports,"Not only fast build, but also fast build.",Positive,True,not_only_but_also,not only,5
R1615,Books,It's not uncommon for it to not crash; still fantastic.,Positive,True,double_negation,not ... not,3
R0688,Grocery,It's not uncommon for it to not crash; still useful.,Positive,True,double_negation,not ... not,3
R2727,Toys & Games,Really blurry defect.,Negative,False,none,,3
R2496,Electronics,Surprisingly useful for the price.,Positive,False,none,,4
R1857,Clothing,I've never been disappointed—handy quality.,Positive,True,never_disappointed,never,5
R0286,Clothing,"Not a performance boost, but a useless downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R2051,Beauty,Really slow issue.,Negative,False,none,,2
R1171,Clothing,"Not only reliable build, but also reliable build.",Positive,True,not_only_but_also,not only,4
R2185,Sports,Really smooth features; would buy again.,Positive,False,none,,3
R1134,Grocery,I've never been disappointed—powerful battery life.,Positive,True,never_disappointed,never,4
R2040,Electronics,Surprisingly comfortable for the price.,Positive,False,none,,3
R2877,Beauty,This Beauty product is laggy.,Negative,False,none,,1
R1538,Home & Kitchen,"Not only excellent battery life, but also excellent build.",Positive,True,not_only_but_also,not only,5
R0779,Pet Supplies,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0383,Beauty,Hardly any improvement; battery life remains useless.,Negative,True,hardly_any_battery,hardly,2
R2005,Home & Kitchen,This Home & Kitchen product is noisy.,Negative,False,none,,2
R1183,Electronics,Design is unobtrusive and setup is effortless—truly clear.,Positive,True,neg_prefix_positive,un-,5
R1653,Beauty,I've never been disappointed—great sound.,Positive,True,never_disappointed,never,5
R1293,Toys & Games,Not bad at all—excellent price.,Positive,True,not_bad_at_all,not,5
R2857,Books,Surprisingly fast for the price.,Positive,False,none,,4
R0735,Home & Kitchen,"Not only bright camera, but also bright build.",Positive,True,not_only_but_also,not only,4
R1437,Toys & Games,It's not slow at all; actually excellent.,Positive,True,litotes_not_bad,not,4
R0884,Clothing,Design is unobtrusive and setup is effortless—truly smooth.,Positive,True,neg_prefix_positive,un-,4
R0272,Books,No proper support and useless glitch.,Negative,True,no_support,no,2
R0179,Books,Design is unobtrusive and setup is effortless—truly bright.,Positive,True,neg_prefix_positive,un-,3
R0046,Pet Supplies,Not as amazing as described; dim in places.,Negative,True,not_as_advertised,not,1
R2373,Toys & Games,Really unreliable issue.,Negative,False,none,,3
R0485,Sports,Fails to connect consistently—unreliable risk.,Negative,True,fail_to_connect,fail to,1
R1218,Pet Supplies,It's not uncommon for it to not connect; still useful.,Positive,True,double_negation,not ... not,4
R1420,Grocery,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,4
R2600,Clothing,Disappointed—awful overall.,Negative,False,none,,2
R0773,Clothing,Fails to connect consistently—unreliable problem.,Negative,True,fail_to_connect,fail to,2
R2136,Grocery,This Grocery product is overpriced.,Negative,False,none,,1
R1167,Automotive,Not as excellent as described; slow in places.,Negative,True,not_as_advertised,not,2
R2595,Sports,This Sports product is slow.,Negative,False,none,,2
R0929,Electronics,"Not only excellent delivery, but also excellent build.",Positive,True,not_only_but_also,not only,5
R0744,Automotive,Not as bright as described; awful in places.,Negative,True,not_as_advertised,not,2
R2897,Electronics,Disappointed—laggy overall.,Negative,False,none,,1
R2235,Grocery,Really blurry return.,Negative,False,none,,3
R1545,Electronics,No proper support and flimsy problem.,Negative,True,no_support,no,2
R1560,Grocery,"Not a performance boost, but a dim downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1867,Electronics,"Not only amazing delivery, but also amazing build.",Positive,True,not_only_but_also,not only,5
R0746,Pet Supplies,"Not only excellent sound, but also excellent build.",Positive,True,not_only_but_also,not only,4
R0149,Toys & Games,No proper support and dim risk.,Negative,True,no_support,no,2
R1259,Electronics,Fails to connect consistently—overpriced issue.,Negative,True,fail_to_connect,fail to,3
R2080,Grocery,Really terrible defect.,Negative,False,none,,3
R1313,Pet Supplies,"Not a premium device, but a fantastic value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1353,Pet Supplies,No proper support and unreliable waste.,Negative,True,no_support,no,2
R1397,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1084,Beauty,"Not a premium device, but a affordable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2842,Grocery,I love this Grocery item—handy sound.,Positive,False,none,,4
R0243,Books,"Not a premium device, but a affordable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1159,Pet Supplies,Fails to connect consistently—dim defect.,Negative,True,fail_to_connect,fail to,3
R1836,Toys & Games,"Not a performance boost, but a uncomfortable downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R2371,Clothing,Terrible experience; would not recommend.,Negative,False,none,,2
R1138,Sports,Hardly any improvement; battery life remains weak.,Negative,True,hardly_any_battery,hardly,3
R1143,Clothing,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,5
R0888,Home & Kitchen,Hardly any improvement; battery life remains useless.,Negative,True,hardly_any_battery,hardly,3
R1106,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0480,Beauty,"Not a premium device, but a excellent value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2412,Pet Supplies,Surprisingly reliable for the price.,Positive,False,none,,5
R2410,Beauty,I love this Beauty item—clear battery life.,Positive,False,none,,4
R0941,Clothing,"Not only affordable quality, but also affordable build.",Positive,True,not_only_but_also,not only,3
R1845,Toys & Games,I've never been disappointed—comfortable packaging.,Positive,True,never_disappointed,never,4
R2021,Books,Really fantastic delivery; would buy again.,Positive,False,none,,3
R2179,Grocery,Really awful refund.,Negative,False,none,,1
R0830,Books,Came without a manual and the setup was awful.,Negative,True,without_manual,without,2
R1274,Grocery,"Not a premium device, but a great value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1157,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1163,Beauty,I've never been disappointed—bright build.,Positive,True,never_disappointed,never,5
R2283,Home & Kitchen,Really noisy waste.,Negative,False,none,,3
R2320,Automotive,Really excellent design; would buy again.,Positive,False,none,,5
R2341,Toys & Games,Surprisingly reliable for the price.,Positive,False,none,,5
R2141,Books,Terrible experience; would not recommend.,Negative,False,none,,1
R2225,Grocery,This Grocery purchase was amazing.,Positive,False,none,,4
R0603,Clothing,Not as reliable as described; blurry in places.,Negative,True,not_as_advertised,not,3
R0415,Sports,No proper support and laggy waste.,Negative,True,no_support,no,2
R2108,Sports,This Sports product is blurry.,Negative,False,none,,1
R0860,Beauty,I've never been disappointed—reliable fit.,Positive,True,never_disappointed,never,4
R2815,Sports,Terrible experience; would not recommend.,Negative,False,none,,1
R2574,Sports,I love this Sports item—amazing features.,Positive,False,none,,3
R1151,Pet Supplies,Hardly any improvement; battery life remains useless.,Negative,True,hardly_any_battery,hardly,1
R2779,Beauty,This Beauty purchase was fantastic.,Positive,False,none,,4
R1661,Toys & Games,It's not uncommon for it to not last; still handy.,Positive,True,double_negation,not ... not,5
R1894,Automotive,"Not a premium device, but a fantastic value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1071,Home & Kitchen,"Not a performance boost, but a slow downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1840,Automotive,Not bad at all—durable performance.,Positive,True,not_bad_at_all,not,4
R0962,Toys & Games,Fails to connect consistently—blurry refund.,Negative,True,fail_to_connect,fail to,1
R1267,Beauty,Fails to connect consistently—unreliable glitch.,Negative,True,fail_to_connect,fail to,3
R1906,Books,It's not uncommon for it to not fail; still smooth.,Positive,True,double_negation,not ... not,5
R1212,Home & Kitchen,"Not a performance boost, but a fragile downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2708,Electronics,Disappointed—laggy overall.,Negative,False,none,,1
R0817,Pet Supplies,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0206,Beauty,"Not only fast support, but also fast build.",Positive,True,not_only_but_also,not only,5
R2583,Grocery,This Grocery product is awful.,Negative,False,none,,2
R2177,Home & Kitchen,Really reliable build; would buy again.,Positive,False,none,,4
R0916,Home & Kitchen,It never works when I need it; laggy smell.,Negative,True,never_works,never,3
R0004,Beauty,Hardly any improvement; battery life remains dim.,Negative,True,hardly_any_battery,hardly,2
R0578,Sports,It's not uncommon for it to not pair; still affordable.,Positive,True,double_negation,not ... not,4
R2627,Automotive,Disappointed—terrible overall.,Negative,False,none,,3
R1442,Electronics,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0185,Clothing,It's not uncommon for it to not fail; still great.,Positive,True,double_negation,not ... not,4
R1452,Pet Supplies,Design is unobtrusive and setup is effortless—truly durable.,Positive,True,neg_prefix_positive,un-,4
R0178,Electronics,Fails to connect consistently—flimsy defect.,Negative,True,fail_to_connect,fail to,2
R2737,Toys & Games,This Toys & Games product is dim.,Negative,False,none,,1
R0760,Pet Supplies,"Not a performance boost, but a weak downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R2808,Sports,Really weak scratch.,Negative,False,none,,1
R1326,Pet Supplies,It's not awful at all; actually durable.,Positive,True,litotes_not_bad,not,3
R0027,Home & Kitchen,"Not a performance boost, but a blurry downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R2755,Sports,Really affordable packaging; would buy again.,Positive,False,none,,4
R0189,Home & Kitchen,"Not a premium device, but a fantastic value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R2800,Electronics,I love this Electronics item—smooth features.,Positive,False,none,,4
R0865,Electronics,Not bad at all—bright packaging.,Positive,True,not_bad_at_all,not,3
R0799,Sports,Fails to connect consistently—awful smell.,Negative,True,fail_to_connect,fail to,2
R2386,Toys & Games,I love this Toys & Games item—bright sound.,Positive,False,none,,4
R0887,Electronics,It's not uncommon for it to not connect; still great.,Positive,True,double_negation,not ... not,4
R0893,Pet Supplies,Not bad at all—durable price.,Positive,True,not_bad_at_all,not,4
R0095,Beauty,Came without a manual and the setup was terrible.,Negative,True,without_manual,without,1
R1412,Books,"Not a performance boost, but a noisy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0041,Electronics,Hardly any improvement; battery life remains fragile.,Negative,True,hardly_any_battery,hardly,3
R2687,Toys & Games,Really fragile defect.,Negative,False,none,,1
R2479,Automotive,This Automotive product is awful.,Negative,False,none,,1
R2929,Clothing,I love this Clothing item—useful packaging.,Positive,False,none,,3
R0777,Automotive,"Not a premium device, but a durable value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R2253,Clothing,I love this Clothing item—affordable fit.,Positive,False,none,,5
R1871,Toys & Games,Not as affordable as described; unreliable in places.,Negative,True,not_as_advertised,not,3
R0675,Toys & Games,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,4
R1791,Toys & Games,Not as fast as described; slow in places.,Negative,True,not_as_advertised,not,3
R0758,Pet Supplies,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1593,Books,I've never been disappointed—fantastic quality.,Positive,True,never_disappointed,never,5
R0374,Grocery,"Not a performance boost, but a slow downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R2846,Sports,Really bright performance; would buy again.,Positive,False,none,,4
R1540,Grocery,Not as smooth as described; dim in places.,Negative,True,not_as_advertised,not,1
R0937,Sports,Came without a manual and the setup was dim.,Negative,True,without_manual,without,2
R0035,Sports,Hardly any improvement; battery life remains noisy.,Negative,True,hardly_any_battery,hardly,1
R1584,Electronics,Not bad at all—fantastic performance.,Positive,True,not_bad_at_all,not,3
R2686,Sports,Surprisingly clear for the price.,Positive,False,none,,5
R0407,Pet Supplies,"Not a performance boost, but a uncomfortable downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R0008,Toys & Games,It's not uncommon for it to not connect; still smooth.,Positive,True,double_negation,not ... not,5
R2539,Home & Kitchen,Surprisingly comfortable for the price.,Positive,False,none,,4
R0201,Automotive,It never works when I need it; terrible lag.,Negative,True,never_works,never,1
R2529,Pet Supplies,Really useless problem.,Negative,False,none,,2
R2046,Toys & Games,Terrible experience; would not recommend.,Negative,False,none,,1
R2966,Beauty,The defect felt terrible.,Negative,False,none,,3
R1983,Sports,This Sports product is blurry.,Negative,False,none,,2
R0634,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1727,Toys & Games,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2576,Grocery,This Grocery product is fragile.,Negative,False,none,,2
R0284,Toys & Games,No proper support and overpriced noise.,Negative,True,no_support,no,1
R2135,Grocery,Disappointed—noisy overall.,Negative,False,none,,1
R2264,Pet Supplies,Really dim lag.,Negative,False,none,,1
R1570,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1932,Electronics,"Not a premium device, but a durable value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1604,Electronics,Not as powerful as described; flimsy in places.,Negative,True,not_as_advertised,not,2
R2859,Sports,Terrible experience; would not recommend.,Negative,False,none,,1
R0566,Beauty,Fails to connect consistently—bad heat.,Negative,True,fail_to_connect,fail to,3
R0989,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2927,Electronics,Really uncomfortable error.,Negative,False,none,,2
R0098,Pet Supplies,It never works when I need it; slow lag.,Negative,True,never_works,never,3
R1547,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1046,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R1208,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2580,Home & Kitchen,Surprisingly amazing for the price.,Positive,False,none,,5
R2983,Electronics,The packaging is durable.,Positive,False,none,,4
R0500,Automotive,It's not dim at all; actually smooth.,Positive,True,litotes_not_bad,not,3
R1331,Electronics,Not bad at all—reliable build.,Positive,True,not_bad_at_all,not,4
R0654,Sports,Hardly any improvement; battery life remains weak.,Negative,True,hardly_any_battery,hardly,2
R2206,Automotive,I love this Automotive item—useful features.,Positive,False,none,,4
R1133,Clothing,"Not only durable support, but also durable build.",Positive,True,not_only_but_also,not only,5
R0482,Books,No proper support and weak noise.,Negative,True,no_support,no,2
R1484,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0127,Automotive,Hardly any improvement; battery life remains dim.,Negative,True,hardly_any_battery,hardly,2
R0592,Automotive,It's not flimsy at all; actually great.,Positive,True,litotes_not_bad,not,3
R0191,Home & Kitchen,It's not bad at all; actually reliable.,Positive,True,litotes_not_bad,not,5
R0786,Beauty,Design is unobtrusive and setup is effortless—truly smooth.,Positive,True,neg_prefix_positive,un-,5
R0764,Grocery,No proper support and dim defect.,Negative,True,no_support,no,2
R0388,Grocery,Fails to connect consistently—blurry problem.,Negative,True,fail_to_connect,fail to,2
R0606,Toys & Games,No proper support and uncomfortable scratch.,Negative,True,no_support,no,1
R2186,Grocery,The defect felt dim.,Negative,False,none,,1
R1122,Grocery,It never works when I need it; useless delay.,Negative,True,never_works,never,3
R2521,Clothing,Really slow noise.,Negative,False,none,,3
R2567,Toys & Games,Terrible experience; would not recommend.,Negative,False,none,,2
R1833,Home & Kitchen,It's not weak at all; actually durable.,Positive,True,litotes_not_bad,not,5
R2533,Toys & Games,Really comfortable sound; would buy again.,Positive,False,none,,4
R0985,Grocery,Hardly any improvement; battery life remains overpriced.,Negative,True,hardly_any_battery,hardly,2
R1386,Toys & Games,Not bad at all—clear design.,Positive,True,not_bad_at_all,not,4
R1144,Grocery,Fails to connect consistently—blurry lag.,Negative,True,fail_to_connect,fail to,2
R1935,Books,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1223,Sports,Came without a manual and the setup was awful.,Negative,True,without_manual,without,2
R1294,Books,I've never been disappointed—affordable fit.,Positive,True,never_disappointed,never,4
R1041,Beauty,Came without a manual and the setup was bad.,Negative,True,without_manual,without,1
R2785,Beauty,This Beauty purchase was useful.,Positive,False,none,,4
R0093,Clothing,Hardly any improvement; battery life remains overpriced.,Negative,True,hardly_any_battery,hardly,3
R0235,Grocery,It's not uncommon for it to not connect; still powerful.,Positive,True,double_negation,not ... not,4
R1861,Toys & Games,It never works when I need it; bad smell.,Negative,True,never_works,never,1
R0889,Grocery,I've never been disappointed—reliable quality.,Positive,True,never_disappointed,never,4
